company_id,type,rule_id,text,confidence_pct
BHARTIARTL,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
BHARTIARTL,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,97.13
BHARTIARTL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
BHARTIARTL,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
BHARTIARTL,con,CON_01,Debt-to-equity ratio of 2.61 is elevated for a non-financial company and warrants monitoring,71.1
BHARTIARTL,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
BHARTIARTL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
BHARTIARTL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
BHARTIARTL,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
BHEL,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
BHEL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
BHEL,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
BHEL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
BHEL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
BHEL,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
BHEL,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,100.0
BHEL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,100.0
BOSCHLTD,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
BOSCHLTD,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
BOSCHLTD,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
BOSCHLTD,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,100.0
BOSCHLTD,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
BOSCHLTD,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
BOSCHLTD,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
BOSCHLTD,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
BOSCHLTD,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
BPCL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
BPCL,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,75.13
BPCL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,67.38
BPCL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,95.47
BPCL,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
BPCL,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
BPCL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
BPCL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
BPCL,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
BRITANNIA,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
BRITANNIA,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
BRITANNIA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,83.55
BRITANNIA,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,100.0
BRITANNIA,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
BRITANNIA,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
CANBK,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
CANBK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,72.42
CANBK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,88.45
CANBK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
CANBK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
CANBK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
CANBK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
CANBK,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
CANBK,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
CANBK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,99.2
CHOLAFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,81.19
CHOLAFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,69.34
CHOLAFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.88
CHOLAFIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,84.62
CHOLAFIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,81.99
CHOLAFIN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
CHOLAFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80.0
CHOLAFIN,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
CHOLAFIN,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
CHOLAFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,97.5
CIPLA,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
CIPLA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
CIPLA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,69.78
CIPLA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
CIPLA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80.94
CIPLA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
CIPLA,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
CIPLA,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
CIPLA,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
COALINDIA,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
COALINDIA,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
COALINDIA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
COALINDIA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,67.17
COALINDIA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,69.32
COALINDIA,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
COALINDIA,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
COALINDIA,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
COALINDIA,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
COALINDIA,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
DABUR,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
DABUR,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
DABUR,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.17
DABUR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.63
DABUR,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
DABUR,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
DABUR,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
DIVISLAB,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
DIVISLAB,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
DIVISLAB,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
DIVISLAB,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,69.44
DIVISLAB,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
DIVISLAB,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
DIVISLAB,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,83.75
DIVISLAB,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
DIVISLAB,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
DLF,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
DLF,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,76.27
DLF,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
DLF,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
DLF,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
DLF,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
DLF,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
DLF,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,91.0
DLF,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,100.0
DMART,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,77.79
DMART,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.2
DMART,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
DMART,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,83.06
DMART,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
DMART,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80.0
DMART,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
DRREDDY,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
DRREDDY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
DRREDDY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,69.65
DRREDDY,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.93
DRREDDY,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
DRREDDY,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85.63
DRREDDY,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
DRREDDY,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
DRREDDY,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
DRREDDY,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
EICHERMOT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
EICHERMOT,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
EICHERMOT,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,66.65
EICHERMOT,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
EICHERMOT,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,74.8
EICHERMOT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
EICHERMOT,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80.0
EICHERMOT,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
EICHERMOT,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
EICHERMOT,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
GAIL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
GAIL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.84
GAIL,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
GAIL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.66
GAIL,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
GAIL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
GAIL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
GAIL,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
GODREJCP,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
GODREJCP,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
GODREJCP,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
GODREJCP,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
GODREJCP,con,CON_04,Company reported a net loss in the most recent financial year,90.0
GODREJCP,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
GRASIM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,81.29
GRASIM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,94.7
GRASIM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
GRASIM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
GRASIM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
GRASIM,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
HAL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
HAL,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,74.93
HAL,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,76.36
HAL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HAL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,92.16
HAL,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
HAL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
HAL,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
HAVELLS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
HAVELLS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
HAVELLS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,91.88
HAVELLS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
HAVELLS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.03
HAVELLS,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
